objectid,parentid,display_template,parentid,sequence,filename,object_location,image_alt_text,image_small,image_thumb,object_transcript,title,ark,avian_id,uid,archival_call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,creator,creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,contributor,contributor_uri,description,disclaimer,language,chronological_subject,name_subject,name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,relation,relation_uri,digital_origin
iowaornithassoc_108,,compound_object,iowaornithassoc,0,,,,/objects/small/ms0581b001f001i0001_sm.jpg,/objects/thumbs/ms0581b001f001i0001_th.jpg,,Record book of the Iowa Ornithologists' Association,https://n2t.net/ark:/87292/w9736m679,10385,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,"Record Book, 1895-1897",1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,Iowa Ornithological Association,,,,,,"Bartsch, Paul, 1871-1960;Merriam, C. Hart (Clinton Hart), 1855-1942;Currier, Edmonde S.;Giddings, Harold Joseph;Henning, Carl Fritz;Hoover, George C.;Rich, Guy C.;Savage, David L.;Bailey, Bert Heald;Heaton, Hiram;Irons, Ernest E. (Ernest Edward), 1877-;Law, John Eugene, 1877-1931;Goss, R. D.",http://id.loc.gov/authorities/names/n88013379;http://id.loc.gov/authorities/names/n80024499;;;;;;;;;http://id.loc.gov/authorities/names/no99076166;http://id.loc.gov/authorities/names/n92048088;,"Record book for the Iowa Ornithological Association. The book covers the period from the group's founding as the Iowa Ornithologist's Association on June 15, 1894 to January 16, 1898. The record book includes meeting minutes, copies of the organization's constitution, financial reports, officer and membership lists, and letters regarding the Iowa Ornithological Association.",,eng,,"Brown, J.H.;Keyes, Charles R. (Charles Reuben), 1871-1951",;http://id.loc.gov/authorities/names/n88218780,"Ornithology--Societies, etc;Meetings;Societies--History, organization, etc.",http://id.worldcat.org/fast/1048364;http://id.worldcat.org/fast/1015496;http://id.worldcat.org/fast/1123789,Iowa City;Iowa;Mount Vernon;Salem;Manchester,http://sws.geonames.org/4862034;http://sws.geonames.org/4862182;http://sws.geonames.org/4868251;http://sws.geonames.org/4875384;http://sws.geonames.org/4865996,41.66113;42.00027;41.92195;40.85281;42.48415,-91.53017;-93.50049;-91.41684;-91.62016;-91.45543,WGS 84,108 pages,,,administrative records;clippings (information artifacts);correspondence,http://vocab.getty.edu/aat/300027425;http://vocab.getty.edu/aat/300026867;http://vocab.getty.edu/aat/300026877,Text,compound_object,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,1894-06-15/1898-01-16,2019-01-15,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_10,iowaornithassoc_108,image,iowaornithassoc_108,11,ms0581b001f001i0011.jpg,/objects/ms0581b001f001i0011.jpg,,/objects/small/ms0581b001f001i0011_sm.jpg,/objects/thumbs/ms0581b001f001i0011_th.jpg,,Page 11,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_11,iowaornithassoc_108,image,iowaornithassoc_108,12,ms0581b001f001i0012.jpg,/objects/ms0581b001f001i0012.jpg,,/objects/small/ms0581b001f001i0012_sm.jpg,/objects/thumbs/ms0581b001f001i0012_th.jpg,,Page 12,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_12,iowaornithassoc_108,image,iowaornithassoc_108,13,ms0581b001f001i0013.jpg,/objects/ms0581b001f001i0013.jpg,,/objects/small/ms0581b001f001i0013_sm.jpg,/objects/thumbs/ms0581b001f001i0013_th.jpg,,Page 13,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_13,iowaornithassoc_108,image,iowaornithassoc_108,14,ms0581b001f001i0014.jpg,/objects/ms0581b001f001i0014.jpg,,/objects/small/ms0581b001f001i0014_sm.jpg,/objects/thumbs/ms0581b001f001i0014_th.jpg,,Page 14,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_14,iowaornithassoc_108,image,iowaornithassoc_108,15,ms0581b001f001i0015.jpg,/objects/ms0581b001f001i0015.jpg,,/objects/small/ms0581b001f001i0015_sm.jpg,/objects/thumbs/ms0581b001f001i0015_th.jpg,,Page 15,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_15,iowaornithassoc_108,image,iowaornithassoc_108,16,ms0581b001f001i0016.jpg,/objects/ms0581b001f001i0016.jpg,,/objects/small/ms0581b001f001i0016_sm.jpg,/objects/thumbs/ms0581b001f001i0016_th.jpg,,Page 16,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_16,iowaornithassoc_108,image,iowaornithassoc_108,17,ms0581b001f001i0017.jpg,/objects/ms0581b001f001i0017.jpg,,/objects/small/ms0581b001f001i0017_sm.jpg,/objects/thumbs/ms0581b001f001i0017_th.jpg,,Page 17,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_17,iowaornithassoc_108,image,iowaornithassoc_108,18,ms0581b001f001i0018.jpg,/objects/ms0581b001f001i0018.jpg,,/objects/small/ms0581b001f001i0018_sm.jpg,/objects/thumbs/ms0581b001f001i0018_th.jpg,,Page 18,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_18,iowaornithassoc_108,image,iowaornithassoc_108,19,ms0581b001f001i0019.jpg,/objects/ms0581b001f001i0019.jpg,,/objects/small/ms0581b001f001i0019_sm.jpg,/objects/thumbs/ms0581b001f001i0019_th.jpg,,Page 19,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_19,iowaornithassoc_108,image,iowaornithassoc_108,20,ms0581b001f001i0020.jpg,/objects/ms0581b001f001i0020.jpg,,/objects/small/ms0581b001f001i0020_sm.jpg,/objects/thumbs/ms0581b001f001i0020_th.jpg,,Page 20,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_20,iowaornithassoc_108,image,iowaornithassoc_108,21,ms0581b001f001i0021.jpg,/objects/ms0581b001f001i0021.jpg,,/objects/small/ms0581b001f001i0021_sm.jpg,/objects/thumbs/ms0581b001f001i0021_th.jpg,,Page 21,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_21,iowaornithassoc_108,image,iowaornithassoc_108,22,ms0581b001f001i0022.jpg,/objects/ms0581b001f001i0022.jpg,,/objects/small/ms0581b001f001i0022_sm.jpg,/objects/thumbs/ms0581b001f001i0022_th.jpg,,Page 22,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_22,iowaornithassoc_108,image,iowaornithassoc_108,23,ms0581b001f001i0023.jpg,/objects/ms0581b001f001i0023.jpg,,/objects/small/ms0581b001f001i0023_sm.jpg,/objects/thumbs/ms0581b001f001i0023_th.jpg,,Page 23,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_23,iowaornithassoc_108,image,iowaornithassoc_108,24,ms0581b001f001i0024.jpg,/objects/ms0581b001f001i0024.jpg,,/objects/small/ms0581b001f001i0024_sm.jpg,/objects/thumbs/ms0581b001f001i0024_th.jpg,,Page 24,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_24,iowaornithassoc_108,image,iowaornithassoc_108,25,ms0581b001f001i0025.jpg,/objects/ms0581b001f001i0025.jpg,,/objects/small/ms0581b001f001i0025_sm.jpg,/objects/thumbs/ms0581b001f001i0025_th.jpg,,Page 25,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_25,iowaornithassoc_108,image,iowaornithassoc_108,26,ms0581b001f001i0026.jpg,/objects/ms0581b001f001i0026.jpg,,/objects/small/ms0581b001f001i0026_sm.jpg,/objects/thumbs/ms0581b001f001i0026_th.jpg,,Page 26,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_26,iowaornithassoc_108,image,iowaornithassoc_108,27,ms0581b001f001i0027.jpg,/objects/ms0581b001f001i0027.jpg,,/objects/small/ms0581b001f001i0027_sm.jpg,/objects/thumbs/ms0581b001f001i0027_th.jpg,,Page 27,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_27,iowaornithassoc_108,image,iowaornithassoc_108,28,ms0581b001f001i0028.jpg,/objects/ms0581b001f001i0028.jpg,,/objects/small/ms0581b001f001i0028_sm.jpg,/objects/thumbs/ms0581b001f001i0028_th.jpg,,Page 28,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_28,iowaornithassoc_108,image,iowaornithassoc_108,29,ms0581b001f001i0029.jpg,/objects/ms0581b001f001i0029.jpg,,/objects/small/ms0581b001f001i0029_sm.jpg,/objects/thumbs/ms0581b001f001i0029_th.jpg,,Page 29,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_29,iowaornithassoc_108,image,iowaornithassoc_108,30,ms0581b001f001i0030.jpg,/objects/ms0581b001f001i0030.jpg,,/objects/small/ms0581b001f001i0030_sm.jpg,/objects/thumbs/ms0581b001f001i0030_th.jpg,,Page 30,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_30,iowaornithassoc_108,image,iowaornithassoc_108,31,ms0581b001f001i0031.jpg,/objects/ms0581b001f001i0031.jpg,,/objects/small/ms0581b001f001i0031_sm.jpg,/objects/thumbs/ms0581b001f001i0031_th.jpg,,Page 31,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
iowaornithassoc_31,iowaornithassoc_108,image,iowaornithassoc_108,32,ms0581b001f001i0032.jpg,/objects/ms0581b001f001i0032.jpg,,/objects/small/ms0581b001f001i0032_sm.jpg,/objects/thumbs/ms0581b001f001i0032_th.jpg,,Page 32,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association,https://n2t.net/ark:/87292/w91v5bd2m,reformatted digital; Digitized with Nikon camera
